Id,Predicted
1,0.08454846381456482
2,-0.5168807911100064
3,-3682.8234200000056
4,3.784306545020372
5,-1.0715573416666988
6,-0.13524668424396066
7,-0.206147840407912
8,0.6046769535104695
9,5834.273380000002
10,-1.9431282638432041
11,-1.317313222393169
12,-8.076961345200306
13,-998.7169600000019
14,1.5567482518184488
15,-7227.694680000002
16,0.40497041799625705
17,-344.2217199999997
18,-2.8470636047144486
19,-2870.905169999994
20,-9014.479459999999
21,-3346.162580000003
22,-7524.97497000002
23,0.40230393802249276
24,-2.808695779033418
25,0.4430084446206596
26,1.4029620477915101
27,3.4296404873979887
28,-1.64554632334675
29,-2518.4462500000022
30,1.574395824792214
31,-25071.36058000003
32,-2.443328404210692
33,0.007228563824472514
34,-1.1630742583427969
35,-0.06359629825716444
36,0.7334873845147676
37,3.2839985006840484
38,-33.681458502301254
39,1.802977866400466
40,-2101.6964799999964
41,-1.3762126060778643
42,-7366.682509999992
43,0.38023453097580207
44,-1933.1992399999976
45,1.6665134631282
46,-6597.950839999961
47,3.064876773513741
48,-7402.474620000021
49,1.5434465123368744
50,-6501.595989999976
51,0.08551075279638595
52,-1.0820830005335589
53,-0.07910940627846513
54,4.729389151914086
55,-1.9691874106559064
56,-8492.11295999998
57,171.31117999999967
58,0.569743785617024
59,-0.6141568965727879
60,-0.4355745883857998
61,-7883.966759999997
62,5.734688598146345
63,0.2616081504574199
64,-2087.502359999995
65,4509.91648
66,2.645091600521889
67,-1.5419298055564494
68,0.22576186805843895
69,1.2986301134844498
70,-29094.62809872501
71,-7558.759280000007
72,-0.07422765466849134
73,-0.22745549941742518
74,0.4537417244430588
75,0.8445830098431807
76,0.1307518912121721
77,-1.7010049817694697
78,633.0620300000003
79,3.1352739205701456
80,-0.6860600495699988
81,-1.0461453373472527
82,0.6895002568060158
83,2.172129076524017
84,0.9407582124158228
85,1.8897196280210815
86,-22840.433450000055
87,2.2523852203984784
88,-0.9859487113253935
89,0.7287973409870319
90,1.0558519619116833
91,1545.3431105283316
92,-24754.377260000023
93,2.6178805546892945
94,-4624.569970000002
95,0.016961299023131923
96,0.6895471970139688
97,-1046.49061
98,0.9857612423384798
99,1.8776305991828364
100,0.8771902003277757
101,-1.007406755228181
102,-588.1523000000001
103,0.8731523556180115
104,0.3720774704510125
105,-0.09776646923815495
106,1.7696157063986284
107,-10773.417809999997
108,-0.7093603348945371
109,0.9274427156570515
110,-1337.25093
111,-4.1179858460355
112,-2.259516295957252
113,-1.1679652044584588
114,-0.2744809827291529
115,-0.5564165860145879
116,-1.2700628586793017
117,-1.5425188641276142
118,-1.8389826065422223
119,-4995.017979999996
120,-0.06864288799844755
121,-4669.772290000018
122,-22480.61136000003
123,2.1279162019115527
124,-8897.986289999992
125,-0.36189672580451604
126,1.3584545349695143
127,-1199.9604999999985
128,-8791.981399999984
129,-2801.807670000003
130,0.36860153210641744
131,-12089.324000000006
132,2617.0815899999984
133,-2449.809699999996
134,1282.198670270888
135,-884.7840200000019
136,-8323.825210000006
137,-3.2845707896458842
138,41.09767049613525
139,-7666.6929700000055
140,-2.7228869209508932
141,-1.0402004339598667
142,-1386.791660000001
143,-0.999383727427846
144,-703.648640000001
145,-0.08475424151993095
146,0.024930897195261884
147,-7049.044320000004
148,-1718.5479499999979
149,1.4303027385688176
150,-20932.07413000005
151,4061.8349637086335
152,1.599875096023214
153,-0.6481669492396275
154,-1131.683569999998
155,-1.8209764508648703
156,-0.9368326703510513
157,-14036.403760000005
158,1060.9648272178438
159,1.0787950214183752
160,3.1524559748583556
161,-1722.711200000001
162,-7883.226339999997
163,0.11380226218098297
164,-0.9362431584069055
165,-11407.573889999963
166,1.0325322645519035
167,44.08506925130215
168,671.05821
169,-1.3801073353997682
170,-0.84108054884523
171,0.9372659660165675
172,0.33727333758898853
173,-4776.48807
174,0.8430114877963463
175,0.33446406056311684
176,-2.2486906846180874
177,1.4957804452552828
178,-5359.227599999982
179,-0.22180574836362787
180,-2066.574549999994
181,-1.1595626539705282
182,0.002046419000499398
183,-0.2098352031381435
184,0.014708519870791687
185,0.2991611387447675
186,-255.90767999999943
187,0.8108793320822762
188,-1.998875217327698
189,-0.8782664159664971
190,2.205883895145383
191,-7251.049869999991
192,-0.20739830202402573
193,-2104.4690199999973
194,-0.15250604769980078
195,-1377.6953799999997
196,-5004.260780000005
197,-1.8118113311712674
198,0.7168939641029047
199,-2695.547339999999
200,-2059.333459999992
201,0.7092738688824451
202,1.6847502029688262
203,-34526.48639934217
204,-0.700482112781637
205,-10120.77862
206,9.218796890524166
207,0.3492604887374545
208,-0.3702361614516005
209,0.3831182746317391
210,-2.400528658273598
211,2.4829467242987993
212,-1.1532274542840077
213,-26193.187339999993
214,-7525.5323399999925
215,-0.5196517652361622
216,-0.795635916684971
217,1.9251500590115342
218,0.3711912824726217
219,-0.16834589682710052
220,-0.6080167670478164
221,1.8107133624076328
222,-13770.871320000018
223,-28442.43827000004
224,-0.35231325321654505
225,2.366980626218867
226,0.0379805886574063
227,0.6668974278293501
228,-178.10291999999978
229,1.6849422295618675
230,1.3593196186438967
231,-0.09616307041331983
232,-4706.2235000000155
233,0.22207555060447784
234,2.8228729905974013
235,-4033.9420299999865
236,-9815.199819999983
237,-1.062773128259209
238,-4449.5271799999855
239,-0.5679111556178712
240,-0.9100641992067569
241,8.661667379240333
242,-3243.8963199999957
243,-16885.55184000002
244,-1169.014840000003
245,3.2872107233196073
246,-1.1479433585831762
247,0.36417074449217557
248,8.637819999999941
249,0.6289585516871241
250,-584.0327799999992
251,-505.22677999999956
252,-0.27900793744611063
253,-4812.324550000002
254,-2132.959189999999
255,-0.30356133001075425
256,-9545.173610000013
257,2.358382276963079
258,2.8471217380049394
259,2.187845188025483
260,-0.1411319166285535
261,-3994.702120000005
262,-0.8867800499618783
263,1.707660354853169
264,-0.0634336486907432
265,-9885.195959999981
266,-8409.84307
267,-9436.99268
268,-1.3696010587998653
269,2.0641400758382606
270,-9352.768719999958
271,0.2481590442834778
272,-859.1751299999996
273,1302.1968800000034
274,-0.07332104183039909
275,-0.9848896556296343
276,-6010.863339999985
277,1.8515505287899034
278,-0.8049022951176535
279,-0.18208512011064662
280,711.9096099999996
281,123.76847981293119
282,-7749.905810000011
283,1.970799243502847
284,-2778.442089999998
285,-8528.888479999998
286,-4122.020480000003
287,-0.4853581854439899
288,-4.688870202930634
289,1.901466334399194
290,0.38767537885482684
291,-1.0835638206905895
292,-6.701151030975423
293,-0.002188953831915568
294,-2.0462514739441797
295,-0.47920124663810004
296,2.5272007624646124
297,-0.1290022386644878
298,0.53246629851112115
299,-1.5359644254190403
300,0.07843098823007941
301,1.3945952769132042
302,-0.9287631026986053
303,0.1718437078088506
304,-13284.903060000011
305,1.8868997011437998
306,2.5490632084045
307,-5959.125180000012
308,-2.364923628833108
309,-0.17563518842165535
310,10.187550668080602
311,1.2063556976421521
312,0.4446470449967744
313,-7130.626149999998
314,-0.2515206273690369
315,-2.458358222407844
316,-2.515633849593833
317,0.011641377522587221
318,2.621919529763273
319,-2.1237109030841403
320,0.46874664659237325
321,-0.22841229421513148
322,0.5629441969002776
323,0.0034062368914858665
324,-1197.8652000000025
325,1204.579860000001
326,-0.604706855867621
327,2.787664657704329
328,-1867.9539399999946
329,-0.38440724679826693
330,-18902.539630000007
331,-11493.22117000002
332,-0.035269602600899216
333,1.575580955248171
334,-0.31011570038935815
335,1.0240330875003705
336,-7695.488590000003
337,0.7138823090719889
338,-0.45039810656652834
339,-10345.024669999995
340,0.9228324507464494
341,-5940.033650000007
342,-259.7200100000003
343,745.7455105385005
344,9.519780249636604
345,0.9200370238954891
346,-4004.27887531849
347,0.2034601643173586
348,0.15769739763595453
349,-6240.626779999989
350,-1.4847005280091183
351,0.3762595255726396
352,1.1858056687376974
353,1.6934500941117987
354,-0.10166522129549524
355,-664.2889299999996
356,-3042.135630000011
357,-0.6089115328178739
358,-0.30499201038711954
359,-0.34142000481140306
360,1.4230010398899087
361,-1689.9302300000004
362,2.780149623998174
363,0.8814180222595852
364,-1.6027138384285635
365,-1585.2021300000017
366,-9289.44185999998
367,-1.190852166571658
368,-6058.7786400000095
369,0.7956336448163331
370,-0.43062820197986684
371,-1.7604565848014329
372,0.19045395543023322
373,-0.8904634542048222
374,-7647.0845599999875
375,1.0408086638782874
376,0.7866867817966993
377,-1.5018193464536451
378,-3800.5428500000094
379,-5921.537600000003
380,-1.2030967825849235
381,-1.1786943928265545
382,0.3315433228083805
383,296.3700300000003
384,-0.41053924768725636
385,-1.528718374884
386,-7242.60721
387,-4702.019229999992
388,-1.156098776745976
389,-0.4116084297913685
390,-0.5789048937915866
391,-1.673760736535628
392,-4473.894559999976
393,0.2754700775238373
394,-14945.171979999948
395,-7192.86587000002
396,1.1214406750957198
397,21.133000000000052
398,-0.723921088267434
399,-3777.5260399999797
400,-0.6370639079718672
401,-2.1387301399770404
402,2.534774175304044
403,0.1351198393643503
404,0.9630043386576445
405,-1.3321748243280707
406,1.240472061937523
407,0.4688228900466964
408,-0.02647002016895829
409,1.9259580475736993
410,0.28780566393761253
411,-0.9420578808480129
412,1.3804862631000756
413,-1.241477689741709
414,-6326.6972799999985
415,7.931467319644373
416,-0.5423931176009701
417,1.6990353093426582
418,1.606539430170647
419,-1.9568601134521975
420,2.3440300849042615
421,-4.432372290807322
422,-1.4855932514881593
423,-3356.623960000008
424,-0.74038046425523
425,1.9048659929668295
426,0.5144319087675449
427,0.011765252967537632
428,0.19575290251356245
429,-2.25555552017348
430,-0.39398237957173476
431,1.666663321812461
432,-0.4823496539084499
433,-0.3111921513014601
434,0.3056019738518763
435,-2914.5177800000115
436,-7263.528350000004
437,-0.8027458450368777
438,-0.30488497794169644
439,-20277.82817000003
440,-328.6004699999997
441,-2.771283404130172
442,0.2553340230930077
443,5.561360483134912
444,-0.39563151700422683
445,-6538.1033499999985
446,3.472519476587027
447,0.7998241956971517
448,1.2132017529798562
449,-0.6628202605410416
450,0.18369788377339613
451,-1365.5155500000008
452,1.8566803323524448
453,-1370.9510200000022
454,-2.881093979428348
455,-3.740899112232416
456,-1969.8142599999965
457,-0.14294247990845133
458,-3.1320577246098114
459,0.9290394596046868
460,-3818.7217500000006
461,-2.1689217867936605
462,-1.0991769764350785
463,-4164.619968167373
464,-12603.009599999985
465,0.016411243108982312
466,0.148632834189163
467,0.7878465999225546
468,1.4680998248896882
469,-10113.778930000019
470,-1.7735871837656754
471,0.7147773655178319
472,1.1272903024942085
473,-9019.450520000013
474,-0.38435726383035435
475,-526.4904600000006
476,3.0032452300546444
477,-0.42236190033721105
478,1.7216068364969963
479,0.1817262336709654
480,2.2579528440828556
481,0.3882388852141585
482,-11923.93524
483,-0.781584776135058
484,-1.1965885409745387
485,-5151.254350000005
486,9.773331761516213
487,-0.7102259922826841
488,0.7373867072958215
489,0.5057888927286135
490,2.9231943308341344
491,-0.7492160035715848
492,-0.6124778633623502
493,-7797.344069999968
494,-4618.724090000001
495,-12183.120649999984
496,1545.847779999996
497,-0.5165604674685018
498,1.9588344688678478
499,-1.8056667792964185
500,0.5354108927173628
501,-10059.282109999975
502,-7279.254110000012
503,3.0975691386696003
504,1004.8318700000017
505,-3.0188697104495947
506,-7747.951250000008
507,-1.537820057999373
508,43.1598299999999
509,-1.3294750555696622
510,-0.04852773516093852
511,-3.0395182567234054
512,-14034.741389999985
513,-2.2831103806991453
514,-0.7500632339171052
515,1.4295176665883047
516,-0.2586232821937699
517,-0.5765001727527994
518,-1.5129848183272459
519,-0.06984028394211764
520,-0.06973087351074826
521,2.1380539608593607
522,0.37873445890472074
523,0.15010779043426478
524,-4807.36695999999
525,-0.39307399274735494
526,120.61952999999963
527,-0.5200311083847561
528,24.375608642505597
529,-1.0169868838694804
530,0.9633730979587701
531,1.2907536441061158
532,-1820.4352100000076
533,0.9801642587205192
534,0.34119663173011167
535,-0.6023998443477111
536,1403.4585800000036
537,0.04302056196689851
538,-34824.275750000015
539,-3716.163989999995
540,0.10809400195673544
541,-2961.105820000007
542,-128.45099999999948
543,0.9893422730828778
544,-1.996519057755646
545,0.503759009771672
546,0.7488033272979924
547,-1834.0817100000056
548,0.9046144734531442
549,1488.1882846223673
550,-3.0816084261041157
551,-0.8666244628070728
552,0.3530913526966936
553,2.1053620282295937
554,-0.4798209611835503
555,0.9607025850721078
556,-3570.260330000007
557,-2.7771041615901604
558,-1.0334292975145412
559,0.4437411464716336
560,-0.7267297641621426
561,-0.41524299254076785
562,-161.24297000000013
563,1385.2179962022142
564,-5646.796440000018
565,-14983.915570000023
566,-6594.784919999989
567,-1.102384292647893
568,0.40411310172187553
569,-0.45515974116306357
570,1.2505080136265672
571,-5164.894069999983
572,-1.939527158464225
573,-12448.547009999951
574,0.5273435366949821
575,8170.728901325773
576,-0.8405500401525327
577,-0.738249348151852
578,-17926.73374999997
579,0.13826174068542266
580,1.7611499460269322
581,-1.0225985438644531
582,-1101.5872100000006
583,-1.016481220636011
584,-7497.428529999996
585,-4766.538650000003
586,-4101.404899999999
587,-0.39898040323715306
588,0.6266037540486892
589,1.374955520130548
590,1.661662544953738
591,-11253.765159999997
592,-1.0882554613942899
